,Rg (nm),Ree (nm),Delta,S
0,1.6043276038580843,2.436004400253296,0.01046508095732158,-0.00021607114426987122
1,1.6833387895803904,1.1716033220291138,0.08674384308789139,0.1596816118010317
2,1.5982652584811095,2.672001600265503,0.037586395079892004,-0.05372915467347031
3,1.8965535534765552,1.3555469512939453,0.3876288829354506,0.6768265267564522
4,1.8207469203828877,3.9171712398529053,0.03750055827259383,0.21076000871058942
5,1.858529758166506,2.58434796333313,0.1082580016905841,0.3888585510590233
6,2.0426076618549103,2.2664880752563477,0.013793163138623417,0.6483291216969056
7,1.5707927116786609,2.8908467292785645,0.13630627594394124,0.2100232707545221
8,1.7419451794049914,0.7117488384246826,0.10851427946539108,0.15102746371175568
9,1.7180160906471993,2.24979305267334,0.09512633123976065,0.15577297622838898
10,1.5021568462835793,2.3465707302093506,0.08371436314626886,0.07027014794258006
11,1.7372424865561353,3.8644907474517822,0.04348691087941143,0.23872216753626418
12,1.555071040206109,1.504124641418457,0.03855719950523496,0.004758053783804959
13,1.619632602845434,3.99174427986145,0.09600997707401057,0.09311963561843385
14,1.8785533247840787,1.9243955612182617,0.1523187646812885,0.2089093986078747
15,1.6646724886149207,2.004700183868408,0.07069689122698773,0.1635220618339279
16,1.55338367261651,1.1167070865631104,0.007626658679307041,-0.006973313304348332
17,1.6276123610863398,3.5533299446105957,0.03783064105690307,-0.025582218908248543
18,1.6533003817692864,0.7805564999580383,0.05856302085812567,0.14841298860203375
19,1.6491923585346262,2.0871763229370117,0.04913744651304074,0.006486016397196802
20,1.8057010980477117,1.8867337703704834,0.15786714048158468,0.19598126044812927
21,2.006611028023935,2.2957959175109863,0.16465739328293952,0.5570081991342942
22,1.613732363503146,1.258849024772644,0.07436150610577616,-0.08232242553111145
23,1.5518328924509779,0.9688988327980042,0.0727045950914397,0.015374962318434066
24,1.631651089210508,2.547468662261963,0.035764176788734246,0.021489527067896294
25,1.638198865992944,2.7458393573760986,0.0003313707578355774,-0.025121034600952285
26,1.5798859489334864,1.8607186079025269,0.05360866100329712,0.11196735640963748
27,1.5562979572079292,1.7032573223114014,0.040780617958367,-0.014751531181247949
28,1.5468264110145007,1.523656964302063,0.021356981484669278,0.06777218726268898
29,2.041214153393152,1.545701503753662,0.04441880933679756,0.27829333365709086
30,1.9610537766311913,2.1345109939575195,0.1526020768036069,0.4762291799687883
31,1.9857377247159234,1.3399159908294678,0.3236133736903349,0.3570234448897096
32,1.8288928570870724,0.6780751943588257,0.18953228540602352,0.4294282253519149
33,1.6694756999450824,2.5356202125549316,0.017783393307191996,0.047235497214694395
34,2.2541581206764216,1.3512158393859863,0.34353068163693645,0.46924834459298387
35,2.352175854344893,2.3713903427124023,0.11493269438493572,1.121454438228041
36,2.2487130683612895,1.6333622932434082,0.09329630960787118,0.755884834848488
37,2.2178747634716847,1.2888094186782837,0.02616672651974969,0.7919705925371573
38,1.8231039475283632,1.5460225343704224,0.03701205286786114,0.12605319651758692
39,1.6028110864030314,0.9205742478370667,0.06937536933659565,0.16116408485390743
40,1.7010535931489652,4.102640151977539,0.010234521633737186,0.2350892514581156
41,1.5595720766286498,2.9221513271331787,0.042313412824826285,0.043486461753004704
42,1.894477887579894,5.053991794586182,0.2794675808660487,0.37122609618426355
43,1.58971484756668,4.146058559417725,0.05599287384391368,0.18547260790063574
44,2.2096015087531984,2.624904155731201,0.1859581696437051,0.4557340262861572
45,1.563299896728734,0.826826810836792,0.058361077102426426,0.0992527589704458
46,1.8983307872951682,3.0409324169158936,0.3003391948898964,0.5210158002055275
47,1.6523762035385334,3.843531847000122,0.10236579993882722,0.026824453706452322
48,1.7837370168682545,2.392786741256714,0.050853370787970274,0.47108606775748363
49,1.73696643102838,0.908434271812439,0.13532728270555303,0.3287891541819675
50,1.6021408426667734,2.351073980331421,0.021961143952169998,0.15872809259539455
51,1.4595459804677944,2.221752882003784,0.03456401696028932,0.03890996470978012
52,1.8412223515888138,2.7229511737823486,0.11565789981116377,0.458674863602475
53,2.2870172365082464,3.3352982997894287,0.24180200429020574,0.8502923564319388
54,1.7231069601593352,2.43690824508667,0.03213319292843161,0.17997769211183015
55,1.753763628959211,3.3869149684906006,0.021771764466340077,-0.023372908323114755
56,1.5166334903992107,1.4809856414794922,0.04165924617274885,0.017257325867366134
57,1.595151112113256,0.9319732785224915,0.06584067479385082,0.11697600417697199
58,1.7906619842647795,2.4356400966644287,0.13609647081865747,0.10744436655901536
59,1.6821756137840624,1.693278431892395,0.1099190860899187,0.00439908235066269
60,1.9288662959744387,2.1560988426208496,0.0968597034154055,0.1933939216261133
61,2.0853450541461593,1.2924113273620605,0.05970872758468728,0.1534047534595242
62,1.9293355296342447,0.9468573331832886,0.11388352021665615,0.4843244433172104
63,1.724877589287112,1.3769140243530273,0.2723960841707622,0.327264732391912
64,1.5232185195777572,1.4049452543258667,0.04508164326698051,0.044853740077659125
65,1.8839245379554856,5.894327640533447,0.1146935343527504,-0.05627848377900755
66,1.5732092969828346,4.183245658874512,0.12097934210616576,0.20998802389887875
67,1.6834725023969412,3.9880518913269043,0.08374793346797296,0.17237754086643323
68,1.7891881063077106,5.15985631942749,0.03567566201890036,0.014160614956527361
69,1.7807059556010387,3.5612032413482666,0.12250960431643448,0.305338368081113
70,1.760585855885632,2.1953063011169434,0.13694805247002287,0.13844139898134078
71,1.8395478398680143,4.3101277351379395,0.1088451583959722,0.3358484288343886
72,1.7768930166397736,2.671325206756592,0.033833681900733485,0.3534225527224545
73,1.9783771680075426,5.560987949371338,0.12141693745257455,0.3477797206581624
74,1.6313731859911944,3.7981691360473633,0.057847845323532474,0.03645505795137938
75,1.4741109722385302,2.369682788848877,0.03471657931192069,0.041099751492043646
76,1.9052715125650808,2.77512526512146,0.1651929895487884,0.3597909113920061
77,2.095757067652147,2.1175496578216553,0.24549003854705334,0.8710852489171511
78,1.6465142463378577,2.7010457515716553,0.09105721080695797,0.18732553845957028
79,1.4974465849385585,2.604710340499878,0.052944385590460455,0.05533738671635708
80,1.5959944594857551,3.5271379947662354,0.07019948541356456,-0.03886242833143006
81,1.4779380020303854,2.7013967037200928,0.03666569766472264,-0.01619481166682387
82,1.5341167335849772,0.9522176384925842,0.05716755836774425,-0.04116475347401421
83,1.6465082260694734,1.0566779375076294,0.10957752533972177,0.03439352121544953
84,1.752390378906483,3.1916916370391846,0.04175687898519013,-0.005635608451820135
85,1.8359035758598803,2.5702643394470215,0.08369936442100322,-0.026438853341371183
86,1.6964067214372998,3.1925368309020996,0.11543111898881753,0.18327473711112857
87,1.5608443702205772,2.9188883304595947,0.08307218440492785,0.1091787433508307
88,1.598416788049354,1.787688970565796,0.17946243296426995,0.18877954233761418
89,1.653651607853345,1.0895347595214844,0.1275220916114486,0.006436441139564389
90,1.532853095904051,2.132598400115967,0.02643289323152887,0.0003116300491002828
91,1.627475721499518,0.7869439721107483,0.09995715003867929,0.11919041014474806
