,Rg (nm),Ree (nm),Delta,S
0,1.9928243707057272,4.071636199951172,0.06765766995803646,-0.026542600006677748
1,3.221734391634819,8.255871772766113,0.09475568099007267,0.0073223645738416925
2,3.650232654568676,11.112648963928223,0.0023039573146140277,0.12518438457571981
3,3.263985712108397,6.045712947845459,0.03535330885033753,0.5619994842694472
4,2.2072909587880556,2.2639882564544678,0.20824617353117675,0.1603151690602984
5,2.446181154608711,2.5844695568084717,0.01053820699790346,0.09508182491204348
6,3.130679494746942,7.95911169052124,0.12093743455070696,0.6382368828130146
7,2.7154148897452366,4.551276683807373,0.0038366101692773585,0.10197775987813443
8,3.1736547404605537,7.49619197845459,0.1258057063266158,0.32420407038309706
9,3.4726730571560527,7.947237491607666,0.16383131372222254,0.6635081915960421
10,2.057362820115355,4.286294460296631,0.06967876766494399,0.18077472982026244
11,2.9772037027716447,6.005426406860352,0.020600583030034484,-0.04061856730057944
12,3.3389831409714166,9.605621337890625,0.4053441619426806,1.1677659083832304
13,3.1867892711493284,8.923860549926758,0.2722557533382867,0.8054303638971057
14,3.5470248873313244,7.77724552154541,0.22730856807897848,1.2216299318031585
15,2.7507419435023936,7.856596946716309,0.1665449600184036,0.34952591614768863
16,2.2181460353006663,6.359099864959717,0.044339836431506276,0.4650314621902841
17,2.1781949534146015,5.070589542388916,0.042561899023045136,0.3235658552652713
18,2.6379000270773822,4.015869140625,0.3368358187958863,0.5807662834944006
19,3.06795692363923,6.144116401672363,0.263492796455864,0.36494854641888214
20,2.047099680794276,3.1823041439056396,0.06642977916759714,0.24784442196956183
21,3.1077840936803693,8.805319786071777,0.257333932135268,0.5480491376580849
22,3.6296605159058246,8.555079460144043,0.4475688464794483,1.0052880655335206
23,3.460984672995726,8.11280345916748,0.5394399474954584,0.9271802984828218
24,2.588178055394369,5.395665168762207,0.10362214091648309,0.07654846287107166
25,2.165805542967011,6.294892311096191,0.12164480501690775,0.2687034964029084
26,2.6931090005890246,7.051357269287109,0.24257521268091567,0.6826476806457037
27,3.0621057600813453,7.01530647277832,0.3895259273846543,0.6171621480641261
28,2.687488347102459,3.507460117340088,0.06589049730398433,0.43851227686788846
29,2.480126426819055,3.640373468399048,0.2312441691542214,0.20764137358471396
30,3.0722469764201596,8.928200721740723,0.5073178791752548,0.8724779614967884
31,3.6255002308296937,6.697279453277588,0.3871539048444935,0.33633352055086885
32,2.5015620927056257,3.052138328552246,0.43655918906575836,0.7482340828156492
33,3.0683694312435885,9.485895156860352,0.21458452695957422,0.9067803453269596
34,4.003116869964412,10.088567733764648,0.33760508734880645,1.1734979551615572
35,3.467397507713766,9.631784439086914,0.6188941569911571,1.003433487414769
36,3.1255843502321317,5.704334735870361,0.1426094463124979,0.7274782350730394
37,3.2647608677668596,9.714865684509277,0.6167408623797832,0.9938911260805021
38,3.2626005222090058,9.430826187133789,0.5362714712592507,0.7998220827365244
39,3.156844339822131,7.13187313079834,0.37689555215525994,0.4601706953639474
40,2.5663845155028326,7.7538299560546875,0.42421841639396546,0.898062080883813
41,2.610624222720099,6.409355640411377,0.43418559191873474,0.5396813067872691
42,3.016307227668416,6.486231803894043,0.021746293802066156,0.27694069210704875
43,2.6036956823754482,5.495498180389404,0.06234453250801919,0.28862941914816875
44,2.199386382380093,6.9346604347229,0.3764736487654663,0.6300010150007216
45,2.20552137392652,4.585658550262451,0.09964069956431397,0.09148735071364876
46,2.8084937348610985,6.42820405960083,0.01758102728980323,0.06108796093684834
47,2.641641981701025,4.791018009185791,0.04696561784192019,0.1812222284077095
48,2.0460051755651394,2.0462069511413574,0.1283058389591478,-0.029783200756892093
49,2.990237363472427,2.656040668487549,0.055489324501812216,-0.06583448692226798
50,3.766820993257212,8.79234504699707,0.10753345568420214,0.6978351820525538
51,4.281451049001276,13.011587142944336,0.12767364787645244,1.51207236180451
52,2.5020614673999426,4.648744106292725,0.17552966999786593,0.06018124282517712
53,2.1912258470784223,1.4349536895751953,0.07221478354648965,0.08148992369747576
54,2.780848158634897,7.759148597717285,0.022064628376237492,0.35682649260408483
55,3.156844920962252,7.833252429962158,0.07195693472651915,0.7401321287590434
56,3.501832211021446,8.555536270141602,0.07842831225695064,0.1305207709181492
57,3.1095703601033136,7.499870300292969,0.06375001863186473,0.38814102996096395
58,3.9922521688032626,10.853963851928711,0.25122254349841927,1.2343549692192377
59,4.083294768048787,10.6111421585083,0.17509086122527168,0.5554562173042623
60,3.082463045290531,5.829557418823242,0.18493106571080276,0.7392172862957411
61,1.9356772499936306,3.237496852874756,0.016315537648318387,0.015454290373893583
62,2.0584521295113842,1.4979099035263062,0.12865228853831778,0.3082955761277581
63,2.46908914511398,4.3104248046875,0.06512156874264108,0.023605758484045253
64,4.14086856666672,11.742965698242188,0.09243033628426689,0.6741048823780107
65,3.6682940039589256,8.018821716308594,0.4402559804849616,1.3224758765124935
66,3.0993671488747268,10.44643497467041,0.40928775611745016,0.807785908269216
67,2.65172691208595,8.394257545471191,0.03966579441499044,0.9340818186844219
68,2.14836052823171,5.243328094482422,0.011209046033121896,0.3310920993667083
69,2.179159148094396,4.8448805809021,0.1334171947165611,0.14344988844375967
70,2.5174547715050926,4.188636302947998,0.2728936642338909,0.41119375306547384
71,3.249052506028302,7.160689353942871,0.22230407661899332,0.17615013384684983
72,3.945740795813866,10.526049613952637,0.002771104314843539,0.5973131314309377
73,2.9622858443674214,5.654947757720947,0.19401319218417737,0.6923447511155371
74,2.614206799536002,5.719964981079102,0.253704633969308,0.7561660386654591
75,2.0138429426918134,2.351011276245117,0.07940790881823608,-0.028957520787076953
76,2.9715456243131766,5.813813209533691,0.037443943103467506,0.29257261780568533
77,3.01777756740448,9.794564247131348,0.13864867426770122,0.6609782601715989
78,3.0745861713350178,6.83304500579834,0.11038385562233256,0.7230626851359923
79,2.84285108574061,7.11934757232666,0.05997157923906053,0.32708143293734526
80,2.770478174484093,8.17066764831543,0.14881863161151407,0.15023946276530864
81,2.357949512387397,5.036129474639893,0.2721334753521281,0.3082121262551868
82,2.407524433885385,3.070312261581421,0.11510927017079933,0.036798217844380775
83,2.8244417802286517,9.161487579345703,0.1571938266497121,0.4159500761817103
84,3.486360106836757,6.875590801239014,0.3152249891578059,1.227767542883745
85,3.5032574858585313,9.623283386230469,0.17227493631520216,1.0225538905822513
86,2.9693091733761,9.22266674041748,0.13937056264962225,0.8424684164987445
87,3.261608087379239,8.304932594299316,0.030681366166120574,0.242620685341715
88,2.349255007025412,4.494744300842285,0.3048475416927045,0.3370101707992992
89,3.094405529627526,9.071236610412598,0.2619322514846252,0.7838471757111821
90,2.5763862137387257,3.625516653060913,0.15202592135930462,0.005474933352842739
91,2.308650596297199,4.253151893615723,0.025416747023938528,0.012395302427374697
92,2.7885673328446945,5.378814697265625,0.016671970847107906,0.03901470241495981
93,2.197890993955221,3.439093589782715,0.018654488292195848,-0.09625415981007839
94,2.235826451327735,3.4932072162628174,0.08098393281527053,0.1349559735849302
95,3.137934778337499,8.179055213928223,0.0031386973817847667,0.11555022246470244
96,2.0992068759193803,6.30923318862915,0.04890932000460483,0.18251042832040154
97,2.241355407436793,5.195364952087402,0.06491915553292145,0.20607322456343935
98,2.6251564520395902,6.857549667358398,0.10009219517228364,-0.1251059510171857
99,3.1191509209489356,5.362944602966309,0.09030569518200209,0.35365809874963766
100,2.8001436650849127,6.488227844238281,0.0665763514263214,0.5304230392565005
101,3.1713979777081267,6.326080799102783,0.04297445613291494,0.10848197394012128
102,3.5446816526966205,8.628499031066895,0.32592011724172015,1.1158435960111233
103,3.150577561179132,9.511330604553223,0.25518073452532364,1.2239251094825616
104,2.4648923943790613,8.15516471862793,0.10587409201888077,0.2489661091911917
105,2.4274224668717244,5.230225563049316,0.1655480091664006,0.5979412527021888
106,2.834045556173714,8.111157417297363,0.0627718276651932,0.37111766664034274
107,2.413242696738567,4.816955089569092,0.06004481910862419,0.09024691148163104
108,2.4237194282202994,7.491476058959961,0.11733192759926173,0.39096190873144504
109,2.78018935956482,5.266790390014648,0.10308436583197451,0.23746182460196966
110,2.6276210826223134,3.4790802001953125,0.04328574626110893,0.7143438847046946
111,2.3335367240220384,4.084842205047607,0.04901972943674819,-0.008550083607122713
112,2.739401209378618,3.3700077533721924,0.08426542466392148,0.5285621355288525
113,3.518694320031335,8.20977783203125,0.007976156538590077,0.3220138983685835
114,3.1505331762380324,10.004451751708984,0.0168687436281743,1.0376583168214089
115,4.1825094269785605,10.849242210388184,0.472394183907644,1.118541892332805
116,3.7572105923572034,9.846640586853027,0.6455351636656784,1.1016203076141482
117,3.436752246486498,6.273139953613281,0.43509865956015137,1.1436443131005842
118,2.7310118557324663,7.741071701049805,0.20005265519014476,0.5380346243703006
119,2.8017558166211702,5.690838813781738,0.012886791847633569,-0.03270601950052277
120,3.255693292437625,9.084006309509277,0.08320981133768705,0.11023165369382741
121,2.9395319272255005,8.011441230773926,0.14152883566471985,0.4587696407971217
122,3.2107929287443113,8.613716125488281,0.14672300805993468,0.8467305162253557
123,4.077517943553087,10.957319259643555,0.1410504079541428,0.8978275049623149
124,2.9959606276686124,8.588921546936035,0.26179049248245495,0.40928772549062764
125,2.947111151887585,7.756690502166748,0.00818377943742922,-0.08509613324174353
126,2.8601755076854465,7.766550540924072,0.3993901122453415,0.5178015803596696
127,2.994576737910702,5.488033771514893,0.4748419549762157,0.6275709876326938
128,2.9391008337417133,8.614578247070312,0.10166685222208996,0.43475327580332684
129,2.5156409124485966,2.8294730186462402,0.20629826548090874,0.3927916454380883
130,3.2932874198256323,10.65735912322998,0.1384642412230086,0.4595102979612118
131,2.268528647183129,7.804516792297363,0.1085921664195546,0.2617510043063962
132,2.378714882545559,3.721839427947998,0.08530033260379453,0.1675564871879634
133,2.8520269298944756,7.80668306350708,0.015991071304102482,0.5483631706528124
134,2.760096954685289,7.826003551483154,0.026523743535563592,0.6151519622799254
135,2.289841896075557,4.361368179321289,0.242236761474062,0.1288280838302657
136,3.703936523860754,4.532925605773926,0.1426849862270466,0.11821235488574894
137,2.986136676174829,7.955374240875244,0.16024068875721056,1.0665798127865354
138,2.9020380580166174,5.846412181854248,0.3480889033732483,0.39659062842651854
139,2.8020683261282238,9.095354080200195,0.016377956736330943,0.2550970004356893
140,2.996299180491862,6.332950115203857,0.4054987729561426,0.861563194377609
141,2.380496134970037,6.968762397766113,0.39031272620605023,0.49455406254233963
142,2.136345164263704,2.323272943496704,0.018014288353914044,0.2783366892407583
143,2.402969879873584,5.343035697937012,0.06453220248674746,-0.023411755856519684
144,2.132582838546312,5.4004435539245605,0.1613241386448707,0.19834102090581132
145,2.80671375998714,1.7199642658233643,0.13951248748447864,-0.09672429735430055
146,3.12844753236491,7.570014476776123,0.012792326674681975,0.3800454758797901
147,3.0335086528475874,9.08238697052002,0.11768269106538337,0.5937204977234338
148,3.6441472081845587,10.771584510803223,0.038528986514931515,0.6538953348049571
149,2.516933893197434,3.621201515197754,0.18971725906599407,0.5563578770606435
150,2.217527145274813,4.3238525390625,0.07320268264505748,0.09332303955680828
151,2.5001863290222417,6.311312198638916,0.10109786917017592,0.3089888347660971
152,3.9115634635469108,11.52818775177002,0.13579654635306543,1.2065022006426471
153,3.6603440101811757,9.346281051635742,0.09689775817333285,1.2437970411222499
154,2.744083353141032,3.6755471229553223,0.4020340321304657,0.6133443321688717
155,2.0204403566614633,3.158370018005371,0.15159920833827353,0.2509321527342654
156,2.1253683357446014,4.347063064575195,0.1409896242804112,0.006844993354787742
157,3.0984955713216342,4.454855918884277,0.2126266787390533,0.005679947695641283
158,2.564793120865835,3.2989821434020996,0.09715889347838236,0.15133375516165917
159,2.2560510469291444,5.098536491394043,0.032243684181245,-0.0010057422315728648
160,2.7942930330372335,5.658929824829102,0.15738600560079466,0.8416330809759789
